,发布时间,当前微博的Url,微博内容,收藏数,点赞数,评论数,详情页url,转发量,纬度,经度
458101,2020/4/11 18:50,https://weibo.com/6612381818/ICQT911eA?from=page_1005056357955724_profile&wvr=6&mod=weibotime,"
【东北拌凉菜做法】夏日清爽，好吃的东北拌凉菜，做法简单，美食get！#家常菜##做菜指南#??L做菜指南的微博视频????",收藏,20,1,https://www.weibo.com/u/6357955724,17,30.0258,113.7367
781957,2020/3/18 0:18,https://weibo.com/7380907882/Iz5m31WpO?from=page_1005057380907882_profile&wvr=6&mod=weibotime,"
骂你的父母跟孩子加你妹没都不得好死。辛有志为此次疫情捐款捐物1.5个亿谁他妈的给你你钱来去黑辛有志/@爱美如花的小女人:被抓了，还说退网，哈哈",收藏,赞,评论,https://www.weibo.com/u/7380907882,转发,30.8616,114.35734
310355,2020/4/4 9:46,https://weibo.com/2803301701/IBJl3C1mn?from=page_1005056506977816_profile&wvr=6&mod=weibotime,"
【转发传递！今天，#全中国默哀三分钟#】为表达对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，2020年4月4日举行全国性哀悼活动。全国和驻外使领馆下半旗志哀，全国停止公共娱乐活动。4月4日10时起，全国人民默哀3分钟，汽车、火车、舰船鸣笛，防空警报鸣响。现场直播↓↓L人民日报的微博视频????...展开全文c",收藏,348098,44750,https://www.weibo.com/u/6506977816,23817,31.0009,115.04694
231702,2020/4/10 14:02,https://weibo.com/1780672485/ICFzU440X?from=page_1005051780672485_profile&wvr=6&mod=weibotime,"
刘春，1200多万粉丝，自己关闭了微博，告别真难呀@刘春????",收藏,赞,评论,https://www.weibo.com/u/1780672485,转发,30.47156,114.35734
347028,2020/2/25 20:00,https://weibo.com/1732802301/IvRGzr2gF?from=page_1005056144677695_profile&wvr=6&mod=weibotime,"
#好好吃饭#【四色蒸蛋】做法简单，好看又好吃，一上桌就被抢光光，美食get√L美食诱惑坊的微博视频????",收藏,48,6,https://www.weibo.com/u/6144677695,44,30.55514,114.32286
72063,2020/3/17 14:46,https://weibo.com/5635566484/Iz1BLAEgh?from=page_1005055635566484_profile&wvr=6&mod=weibotime,"
剪完头发一身轻松??????",收藏,赞,评论,https://www.weibo.com/u/5635566484,转发,31.36308,114.35734
587094,2020/3/22 13:26,https://weibo.com/1289527004/IzMdTcV79?from=page_1005051289527004_profile&wvr=6&mod=weibotime,"
我也喜欢",收藏,1,评论,https://www.weibo.com/u/1289527004,转发,31.1402,114.4263
96371,2020/3/21 5:37,https://weibo.com/1815821034/IzzISDnZX?from=page_1005051815821034_profile&wvr=6&mod=weibotime,"
疫情初期的日子2武汉????",收藏,1,评论,https://www.weibo.com/u/1815821034,转发,30.47156,114.56422
290876,2020/4/4 22:51,https://weibo.com/5798356842/IBOty9O7R?from=page_1005055798356842_profile&wvr=6&mod=weibotime,"
安息吧，英雄！",收藏,74,5,https://www.weibo.com/u/5798356842,6,30.88946,113.87462
742205,2020/4/19 7:53,https://weibo.com/1828868885/IE00ozdhF?from=page_1005051828868885_profile&wvr=6&mod=weibotime,"
//@科技More:捞一下，只有6天就开奖了，听说微博名中带有中文+英文+下划线的更容易中奖，也不知道是不是真的",收藏,赞,评论,https://www.weibo.com/u/1828868885,转发,31.36308,115.08142
146932,2020/2/25 23:29,https://weibo.com/5653829181/IvT3rgGJb?from=page_1005055653829181_profile&wvr=6&mod=weibotime,"
差点忘了发了，今天做了奶茶和面饼，非常非常非常非常好吃。总结了一下这么成功的一大原因就是：不插手，安静看，等着吃。????",收藏,1,评论,https://www.weibo.com/u/5653829181,转发,30.33226,113.94358
249463,2020/2/27 20:08,https://weibo.com/7378650615/IwaB7zbUR?from=page_1005057378650615_profile&wvr=6&mod=weibotime,"
//@文科班校花酱:好美//@真的不能再喝奶茶了:真的很想高三的时候",收藏,赞,评论,https://www.weibo.com/u/7378650615,转发,30.4437,113.7367
8699,2020/3/9 15:46,https://weibo.com/2200901865/IxOzZEwuc?from=page_1005052200901865_profile&wvr=6&mod=weibotime,"
华人把豪车租赁做到海外去了",收藏,赞,评论,https://www.weibo.com/u/2200901865,转发,30.583,114.39182
282498,2020/3/20 13:36,https://weibo.com/7312268310/IztqSftLk?from=page_1005057312268310_profile&wvr=6&mod=weibotime,"
#春日#竹外桃花三两枝，春江水暖鸭先知2黄冈·黄梅县????",收藏,6,评论,https://www.weibo.com/u/7312268310,转发,31.16806,114.49526
666749,2020/4/16 16:16,https://weibo.com/1732472555/IDB0Yp9kv?from=page_1005056320202628_profile&wvr=6&mod=weibotime,"
时间带来成长，也成就美好的际遇。期待与@朱一龙在时光流逝之中并行，书写更多时间的故事。生日快乐！#朱一龙0416生日快乐#??L巴黎欧莱雅的微博视频????",收藏,67069,14182,https://www.weibo.com/u/6320202628,88829,30.41584,114.49526
297200,2020/3/15 18:02,https://weibo.com/1741249900/IyK25cs4N?from=page_1005051741249900_profile&wvr=6&mod=weibotime,"
武汉37天——再努努力！再加把劲！再加加油！把你的色调逐渐调下开！????",收藏,5,1,https://www.weibo.com/u/1741249900,转发,30.41584,114.28838
408993,2020/1/15 0:55,https://weibo.com/5511483838/IpvFK5C3G?from=page_1005055511483838_profile&wvr=6&mod=weibotime,"
希望2020工作填满我的生活(努力赚钱????",收藏,3,4,https://www.weibo.com/u/5511483838,转发,30.66658,114.73662
725939,2020/3/19 13:20,https://weibo.com/2721256473/IzjTQzTOa?from=page_1005052721256473_profile&wvr=6&mod=weibotime,"
#葫芦岛身边事#【古城东街进行消防水管网敷设】古城东街进行消防水管网敷设，施工中要对东街进行封闭管理。????",收藏,赞,评论,https://www.weibo.com/u/2721256473,转发,30.22082,113.80566
554994,2020/2/10 18:47,https://weibo.com/5622618582/ItzNHuBEN?from=page_1005055622618582_profile&wvr=6&mod=weibotime,"
众志成城我们在前线.???????????今日请为董潇阳点赞。2武汉????",收藏,5,1,https://www.weibo.com/u/5622618582,1,30.583,114.11598
217640,2020/2/25 8:56,https://weibo.com/5559867535/IvNlefwau?from=page_1005055559867535_profile&wvr=6&mod=weibotime,"
解封了积灰已久的烤箱解锁了美食技能2郴州????",收藏,1,3,https://www.weibo.com/u/5559867535,1,30.52728,114.32286
726837,2020/2/10 1:15,https://weibo.com/5328004709/ItsUwh87t?from=page_1005055328004709_profile&wvr=6&mod=weibotime,"
啊啊啊啊啊啊啊啊我的心哭死了",收藏,1,评论,https://www.weibo.com/u/5328004709,转发,30.19296,113.9091
281797,2020/3/8 14:14,https://weibo.com/1963426551/IxEyo72s8?from=page_1005051963426551_profile&wvr=6&mod=weibotime,"
@博物杂志这是什么呀？来湖边上散步在一根枯树根下面发现的蘑菇??能吃吗？2武汉·汤逊湖????",收藏,2,5,https://www.weibo.com/u/1963426551,转发,30.41584,114.32286
60517,2020/3/3 0:08,https://weibo.com/2787751243/IwNSovVuc?from=page_1005052787751243_profile&wvr=6&mod=weibotime,"
#Ulay#????",收藏,4,评论,https://www.weibo.com/u/2787751243,转发,30.75016,114.32286
398375,2020/4/13 7:31,https://weibo.com/5517131555/ID5ip0JwV?from=page_1005056430390822_profile&wvr=6&mod=weibotime,"
上周库存????",收藏,6,2,https://www.weibo.com/u/6430390822,转发,30.77802,114.84006
566251,2020/3/10 19:50,https://weibo.com/2034247395/IxZBy0Fhw?from=page_1005052034247395_profile&wvr=6&mod=weibotime,"
哈哈哈可爱的邻居们已经开始团小龙虾，螺蛳，虾球和花甲了2武汉????",收藏,赞,评论,https://www.weibo.com/u/2034247395,转发,30.24868,113.87462
763498,2020/2/9 20:16,https://weibo.com/7278967232/ItqXt2EU4?from=page_1005057278967232_profile&wvr=6&mod=weibotime,"
昨夜圆非今夜圆，却疑圆处减婵娟。一年十二度圆缺，能得几多时少年。2麻城市????",收藏,3,评论,https://www.weibo.com/u/7278967232,转发,31.05662,114.97798
737933,2020/2/21 13:39,https://weibo.com/2375092327/Ivdu792Jw?from=page_1005052375092327_profile&wvr=6&mod=weibotime,"
我和我儿子的午餐#冒个泡#2鄂州????",收藏,1,1,https://www.weibo.com/u/2375092327,6,30.22082,114.56422
534044,2020/4/9 14:23,https://weibo.com/1879493057/ICwhCEFQL?from=page_1005051879493057_profile&wvr=6&mod=weibotime,"
春天来了?2武汉·楚河汉街????",收藏,赞,评论,https://www.weibo.com/u/1879493057,转发,30.61086,114.4263
532332,2020/4/8 16:40,https://weibo.com/5260820652/ICnKMzgJj?from=page_1005055260820652_profile&wvr=6&mod=weibotime,"
#武汉解封#带上相机?逛公园2武汉????",收藏,39,31,https://www.weibo.com/u/5260820652,转发,30.36012,114.32286
546664,2020/3/23 1:59,https://weibo.com/6352335275/IzR9so8V1?from=page_1005056352335275_profile&wvr=6&mod=weibotime,"
逛你的微博是我最喜欢的做的事情了",收藏,赞,评论,https://www.weibo.com/u/6352335275,转发,30.05366,114.0815
544997,2020/2/10 15:47,https://weibo.com/3455291782/ItyCK6OK9?from=page_1005053455291782_profile&wvr=6&mod=weibotime,"
没有大人了",收藏,赞,评论,https://www.weibo.com/u/3455291782,转发,30.63872,113.84014
644377,2020/3/3 1:22,https://weibo.com/3145339732/IwOmB458R?from=page_1005053145339732_profile&wvr=6&mod=weibotime,"
#斯黛拉踢崔英俊#??崔英俊这个?东西什么时候下线麻烦在线@我????",收藏,6,1,https://www.weibo.com/u/3145339732,转发,30.33226,114.73662
317295,2020/4/6 0:24,https://weibo.com/7209982166/IBYvzqy7G?from=page_1005057209982166_profile&wvr=6&mod=weibotime,"
为什么要假装快乐，不快乐不行吗？2株洲????",收藏,2,2,https://www.weibo.com/u/7209982166,转发,29.99794,114.46078
551735,2020/2/27 16:50,https://weibo.com/3008678022/Iw9iC5NxY?from=page_1005053008678022_profile&wvr=6&mod=weibotime,"
分享图片2武汉????",收藏,赞,评论,https://www.weibo.com/u/3008678022,转发,30.41584,114.04702
13876,2020/3/3 10:52,https://weibo.com/6203365286/IwS5TzRlL?from=page_1005056203365286_profile&wvr=6&mod=weibotime,"
【姜爆鸭】1.鸭子剁块，姜一小块拍破，另外的全部切丝，青椒切丝；2.油热后下葱姜蒜炸香后放鸭子干爆，直到把鸭子爆的干干的才可以；3.油8成热，放豆豉，辣酱，甜面酱炒香后放姜丝煸一会，最后放爆好的鸭子，白糖，和青椒翻炒几下；4.不用再放盐了，辣酱和甜面酱，豆豉里的盐味足够。????...展开全文c",收藏,1,评论,https://www.weibo.com/u/6203365286,转发,30.88946,113.9091
173654,2020/2/18 21:46,https://weibo.com/2796273350/IuOo9hcWv?from=page_1005052796273350_profile&wvr=6&mod=weibotime,"
坑完手游队友，现在来坑端游的????",收藏,2,评论,https://www.weibo.com/u/2796273350,转发,30.13724,114.5987
104990,2020/3/8 22:31,https://weibo.com/3867772644/IxHNYvJaX?from=page_1005053867772644_profile&wvr=6&mod=weibotime,"
分享一个家里发生的小段子[呲牙][呲牙][呲牙]刚刚开完会，去洗脸，擦护肤品的时候看了会直播，看到（后）品牌在做活动，跟我妹商量要不要囤货[咖啡][咖啡][咖啡]我妈:说这个跟我用的35一盒有什么区别？为什么你们就是喜欢买贵的？瞎花钱我:成分差不多，赵四和朱一龙能一样吗？[炸弹][炸弹]????...展开全文c",收藏,1,评论,https://www.weibo.com/u/3867772644,转发,30.61086,114.2539
572111,2020/4/16 13:22,https://weibo.com/1764256771/IDzSpCItG?from=page_1005055064978508_profile&wvr=6&mod=weibotime,"
这质感绝了！",收藏,108,5,https://www.weibo.com/u/5064978508,146,31.08448,114.35734
11370,2020/3/1 12:19,https://weibo.com/7299671435/IwzO2xfY6?from=page_1005057299671435_profile&wvr=6&mod=weibotime,"
#肖战#是非在己，毁誉由人。我只相信你，不管是一年两年或是十年二十年，你能走多远，我就陪你走多远。陪你走完这娱乐圈，我就再也不追星了。??@X玖少年团肖战DAYTOY2大冶市????",收藏,4,3,https://www.weibo.com/u/7299671435,转发,30.08152,114.9435
493732,2020/4/24 19:26,https://weibo.com/5664321422/IEPGblrNQ?from=page_1005055664321422_profile&wvr=6&mod=weibotime,"
垃圾！都是垃圾！现在男男女女都好会推拉我是什么我什么都不是我就是被来回推拉????",收藏,赞,评论,https://www.weibo.com/u/5664321422,转发,30.1651,114.9435
462630,2020/1/3 23:29,https://weibo.com/7333166528/InPp79dg4?from=page_1005057333166528_profile&wvr=6&mod=weibotime,"
女神！分享@江疏影的@绿洲动态:最爱O绿洲????",收藏,1,评论,https://www.weibo.com/u/7333166528,转发,30.52728,114.49526
488696,2020/2/5 17:56,https://weibo.com/2593747823/IsOknEumW?from=page_1005052593747823_profile&wvr=6&mod=weibotime,"
“???嗯再想你我也不会主动找你了你来我在这等你你不来我就过好自己的生活等你耗尽了我所有的耐性我就该离开了?????????????????????????????????????????????????????????????????????????”????2武汉????",收藏,1,评论,https://www.weibo.com/u/2593747823,转发,30.66658,114.35734
93787,2020/2/22 14:25,https://weibo.com/2204309332/IvndiBqCn?from=page_1005052204309332_profile&wvr=6&mod=weibotime,"
星海见",收藏,赞,评论,https://www.weibo.com/u/2204309332,转发,30.75016,114.4263
658248,2020/3/5 0:22,https://weibo.com/1041644417/Ix6P0jyXD?from=page_1005051041644417_profile&wvr=6&mod=weibotime,"
不是本人转发//@花泽美美:不是本人转发//@野比大雄:不是本人转发//@路过山野春和:不是本人转发",收藏,赞,评论,https://www.weibo.com/u/1041644417,转发,30.97304,114.2539
624429,2020/1/12 14:57,https://weibo.com/1868468484/Ip8TVDn0C?from=page_1005051868468484_profile&wvr=6&mod=weibotime,"
烧小黄鱼?鸡翅?鸡蛋炒豌豆苗????",收藏,2,评论,https://www.weibo.com/u/1868468484,转发,30.75016,114.80558
453284,2020/2/20 5:04,https://weibo.com/2720715821/Iv0GGaIqd?from=page_1005052720715821_profile&wvr=6&mod=weibotime,"
肚子饿，怀恋烧烤、火锅，海鲜的日子2武汉????",收藏,1,1,https://www.weibo.com/u/2720715821,1,30.4437,114.35734
473818,2020/2/15 13:38,https://weibo.com/6268679131/IuiUA1G5U?from=page_1005056268679131_profile&wvr=6&mod=weibotime,"
老爸，吃饭啦，炒菜都得炒得很透，要不然爸爸嚼不动，西红柿巴沙鱼，清炒菜苔，水煮蛋，今天鸡蛋没蒸好我觉得，自我检讨哈哈2武汉????",收藏,2,7,https://www.weibo.com/u/6268679131,转发,30.36012,113.87462
88284,2020/3/12 15:40,https://weibo.com/6823526027/IygPf3q9X?from=page_1005056374777269_profile&wvr=6&mod=weibotime,"
很有特点的咪咪2常州·新北中心公园????",收藏,1,评论,https://www.weibo.com/u/6374777269,转发,30.80588,113.80566
418669,2020/1/22 13:11,https://weibo.com/7332441488/IqEtTCYBy?from=page_1005057332441488_profile&wvr=6&mod=weibotime,"
看来当交通枢纽也有坏处啊2武汉????",收藏,赞,评论,https://www.weibo.com/u/7332441488,转发,30.52728,114.15046
185995,2020/4/12 16:32,https://weibo.com/2707696497/ICZpxieD5?from=page_1005052707696497_profile&wvr=6&mod=weibotime,"
偶家滴小花圃已初具规模2钟祥市????",收藏,2,2,https://www.weibo.com/u/2707696497,转发,30.38798,114.39182
499933,2020/4/13 16:50,https://weibo.com/1638781994/ID8XhhyX2?from=page_1005057374601331_profile&wvr=6&mod=weibotime,"
【#C罗携国家队队友拍摄抗疫宣传片#】葡萄牙国家队最近拍摄了一部抗击疫情的宣传片，C罗携手菲利克斯、费尔南德斯、席尔瓦等众多国家队队友出镜，向所有球迷们表达了联手抗击疫情的决心和信心，并号召大家安心居家。L央视网体育的微博视频????",收藏,197,31,https://www.weibo.com/u/7374601331,30,30.0258,114.56422
668527,2020/3/18 21:13,https://weibo.com/1465068340/Izdzl0KhV?from=page_1005051465068340_profile&wvr=6&mod=weibotime,"
#武汉记录##封城日记##武汉战疫#今天的鱼超级大大大大大大啊啊啊啊啊啊啊啊！一来一千多条，每次发鱼都很苦逼小伙伴说晚上做梦都要被鱼撞死…2武汉????",收藏,130,12,https://www.weibo.com/u/1465068340,3,30.63872,114.18494
671416,2020/3/27 0:02,https://weibo.com/6378391853/IAs5Gnftm?from=page_1005056378391853_profile&wvr=6&mod=weibotime,"
#湖北铁路除武汉外恢复办理到达出发业务#3.28--4.08期间，武汉铁路局管内高铁动车暂少量开行，且不发售武汉市境内17个车站的始发票????",收藏,3,11,https://www.weibo.com/u/6378391853,转发,30.19296,113.84014
62630,2020/1/29 23:25,https://weibo.com/5436271157/IrMuxCoy8?from=page_1005055436271157_profile&wvr=6&mod=weibotime,"
这是真的吗，要是真的你们没给个反应？@顺丰集团",收藏,赞,评论,https://www.weibo.com/u/5436271157,转发,30.36012,114.90902
385935,2020/4/5 18:39,https://weibo.com/5887525934/IBWfIeHPb?from=page_1005055447034980_profile&wvr=6&mod=weibotime,"
石楠花内味儿????",收藏,4,5,https://www.weibo.com/u/5447034980,转发,31.30736,114.5987
423903,2020/3/18 17:31,https://weibo.com/7207100292/Izc7kDl4x?from=page_1005057207100292_profile&wvr=6&mod=weibotime,"
#红楼梦盲盒#不怎么喜欢，中国元素不适合用这样的娃娃来表现，就算娃娃再可爱也不行。人物的还原，就应该像书里那样。两弯似蹙非蹙笼烟眉，一双似喜非喜含情目。态生两靥之愁，娇袭一身之病。泪光点点，娇喘微微。闲静似姣花照水，行动似弱柳扶风。心较比干多一窍，病如西子胜三分。说着，什么臭男人????...展开全文c",收藏,赞,评论,https://www.weibo.com/u/7207100292,转发,30.38798,114.32286
147639,2020/4/13 6:00,https://weibo.com/1618051664/ID4Hrqw97?from=page_1005056260947692_profile&wvr=6&mod=weibotime,"
【生意拆伙朋友离开！#西安奔驰女车主回顾维权经历#：不后悔这样做】陕西西安。一年前，薛春艳坐到奔驰车盖维权引发持续关注。她回顾了经历的奔驰维权、合伙公司债务纠纷以及百万代言纠纷等，称尽管公司拆伙、很多人离开，但不后悔这样做，“起码我告诉了所有人，这笔费用不应该存在。”令她感到遗憾的????...展开全文c",收藏,3760,368,https://www.weibo.com/u/6260947692,557,30.05366,114.21942
546614,2020/2/6 19:00,https://weibo.com/1770371450/IsYaO0jOg?from=page_1005051770371450_profile&wvr=6&mod=weibotime,"
老毛病又犯了我要吃点东西冷静一下????",收藏,赞,2,https://www.weibo.com/u/1770371450,转发,30.3044,114.11598
139989,2020/4/14 5:46,https://weibo.com/1904279207/IDe2Au7Wj?from=page_1005051904279207_profile&wvr=6&mod=weibotime,"
善良…真诚咦…是对方呀那就…此处省略一万字",收藏,1,评论,https://www.weibo.com/u/1904279207,转发,31.11234,114.56422
374449,2020/4/9 23:57,https://weibo.com/1234160902/ICA2DeNJ5?from=page_1005051234160902_profile&wvr=6&mod=weibotime,"
武汉“重启”！????",收藏,赞,评论,https://www.weibo.com/u/1234160902,转发,30.52728,114.4263
417282,2020/4/8 18:17,https://weibo.com/6654229710/ICooj2K8q?from=page_1005056654229710_profile&wvr=6&mod=weibotime,"
火神山就在这几天要关门大吉了2武汉L苦雪·烹茶的微博视频????",收藏,1,评论,https://www.weibo.com/u/6654229710,转发,30.38798,113.7367
644806,2020/1/24 16:37,https://weibo.com/6441923796/IqYGxsZPI?from=page_1005056441923796_profile&wvr=6&mod=weibotime,"
我也是，就是因为政府的信息，大家才觉得可控，才没有提前准备，必须严重问责",收藏,赞,评论,https://www.weibo.com/u/6441923796,转发,30.49942,114.49526
270144,2020/2/10 15:29,https://weibo.com/2803301701/Ityvgd1P6?from=page_1005052779240203_profile&wvr=6&mod=weibotime,"
【#民政部回应何时恢复婚姻登记#：只要两人感情深厚，身体健康，哪天登记都是好日子】民政部社会事务司二级巡视员杨宗涛答：婚姻登记场所是人群聚集场所，部分地区暂停婚姻登记工作是对人民群众安全负责。未停止登记的地方推广用电话、网络、qq群预约登记，控制登记人数，分批分段登记，减少人员聚集和????...展开全文c",收藏,5079,488,https://www.weibo.com/u/2779240203,199,30.4437,113.7367
209010,2020/4/12 13:27,https://weibo.com/6518070528/ICYcAorlo?from=page_1005055247884872_profile&wvr=6&mod=weibotime,"
宜家主通道长了草2武汉·宜家荟聚竹叶海购物中心????",收藏,20,15,https://www.weibo.com/u/5247884872,1,30.66658,114.15046
309270,2020/4/18 12:00,https://weibo.com/3269455475/IDSce9GV4?from=page_1005053269455475_profile&wvr=6&mod=weibotime,"
?“良言一句三冬暖，恶语伤人六月寒。生而为人，请好好说话，请务必善良。”????????2大冶市????",收藏,赞,评论,https://www.weibo.com/u/3269455475,转发,30.24868,114.80558
593101,2020/3/11 16:35,https://weibo.com/5730549507/Iy7L4dYJL?from=page_1005055730549507_profile&wvr=6&mod=weibotime,"
Iwant！！！",收藏,1,评论,https://www.weibo.com/u/5730549507,转发,30.583,114.18494
314968,2020/3/8 23:12,https://weibo.com/1618902703/IxI4sl6vx?from=page_1005053127786675_profile&wvr=6&mod=weibotime,"
上年纪我是并不高兴，可也不想再年轻一次。——村上春树《挪威的森林》????",收藏,1895,113,https://www.weibo.com/u/3127786675,528,31.0009,114.5987
379462,2020/4/17 22:19,https://weibo.com/3160229101/IDMP9EK7O?from=page_1005053160229101_profile&wvr=6&mod=weibotime,"
吃着第二支冰淇淋??，刷着微博，吃着瓜哼着小曲，抖着腿#今日边框打卡#我要减肥，92斤了，心塞遥记得多天以前还是88斤……（一个热知识：...展开全文c",收藏,2,5,https://www.weibo.com/u/3160229101,转发,31.0009,114.39182
714192,2020/3/7 10:19,https://weibo.com/5446651766/IxtAsApnJ?from=page_1005053469260004_profile&wvr=6&mod=weibotime,"
林青霞女神的亲笔信和捐赠物资，武汉一线刚刚收到啦！作为父母辈和我共同的偶像，青霞女神真正是人美心善的典范！??女神节在即，也祝各位抗疫一线的女同胞，和所有关心和支持医护人员的“女朋友们”，节日快乐哦#我的健康十八式##林青霞写信致敬前线抗疫英雄#@协和医生Do先生??????...展开全文c",收藏,319,34,https://www.weibo.com/u/3469260004,28,30.4437,114.11598
457446,2020/3/12 12:27,https://weibo.com/2118137513/IyfyQubGa?from=page_1005052118137513_profile&wvr=6&mod=weibotime,"
帮帮蜜蜂吧//@朱毅:所有死去的蜜蜂，都预示着人类未来将要面临的死亡风险",收藏,赞,评论,https://www.weibo.com/u/2118137513,转发,30.3044,113.84014
460341,2020/4/16 18:55,https://weibo.com/1752667514/IDC3HsTQ4?from=page_1005051752667514_profile&wvr=6&mod=weibotime,"
宝剑锋从磨砺出，梅花香自苦寒来。辛勤耕耘，待到花开。2深圳·鹏劳公寓????",收藏,赞,评论,https://www.weibo.com/u/1752667514,转发,31.30736,114.80558
9649,2020/3/19 12:53,https://weibo.com/1659917723/IzjIUFk4D?from=page_1005051659917723_profile&wvr=6&mod=weibotime,"
#封城日记#第57天了，家里黄鹤楼只剩最后一盒了，??老爸居然来一句，已经快忘了蓝楼是什么味道了买不到蓝楼怪我咯…2武汉????",收藏,赞,评论,https://www.weibo.com/u/1659917723,转发,30.3044,113.94358
114878,2020/4/2 21:38,https://weibo.com/5591693227/IBv8I6cK4?from=page_1005055591693227_profile&wvr=6&mod=weibotime,"
你们记得我之前说美剧《良医》里用Hololens做手术模拟吗？其实三年前，微软就与武汉协和医院合作实现了，协和的这位大夫还为此出了一本书。我很快就能有幸与做这个项目的人接触了，我还要去找这位大夫签名！????",收藏,9,5,https://www.weibo.com/u/5591693227,3,30.22082,113.77118
373862,2020/3/16 20:41,https://weibo.com/6709504481/IyUvc4PL0?from=page_1005056709504481_profile&wvr=6&mod=weibotime,"
爱国爱家从一份保障开始！2汉川市L李艳云13277122700的微博视频????",收藏,赞,评论,https://www.weibo.com/u/6709504481,转发,30.66658,113.94358
183748,2020/3/28 11:05,https://weibo.com/5299197294/IAFRj28if?from=page_1005055299197294_profile&wvr=6&mod=weibotime,"
谁是新浪新闻最具#娱乐影响力人物#？参与投票助Ta“破圈”，还有亲笔签名等你拿！??O新浪新闻娱乐影响力人物????",收藏,赞,评论,https://www.weibo.com/u/5299197294,转发,30.91732,113.87462
773036,2020/4/17 8:28,https://weibo.com/2887900341/IDHnHDbgb?from=page_1005052887900341_profile&wvr=6&mod=weibotime,"
一辈子。思念这庸俗的字眼，《海角七号》……“山重重山青青！2鹤壁·鹤壁市体育场????",收藏,赞,评论,https://www.weibo.com/u/2887900341,转发,30.88946,113.9091
204245,2020/4/10 10:00,https://weibo.com/2142452271/ICDZnk2qi?from=page_1005053236404014_profile&wvr=6&mod=weibotime,"
【??衣绣盘扣花，心有千千结…??】?????",收藏,282,31,https://www.weibo.com/u/3236404014,217,30.47156,114.28838
421964,2020/3/29 18:19,https://weibo.com/6527341712/IAS82zVif?from=page_1005056527341712_profile&wvr=6&mod=weibotime,"
真果粒#青春有你#2我向@青春有你2-刘雨昕送出花果轻乳卡啦！青春制作人快来给你支持的训练生助力吧！@爱奇艺青春有你@微博综艺#青春福粒社#O青春有你真果粒助力场????",收藏,赞,评论,https://www.weibo.com/u/6527341712,转发,30.97304,113.9091
787432,2020/3/8 19:40,https://weibo.com/5519308114/IxGGB3PEP?from=page_1005055519308114_profile&wvr=6&mod=weibotime,"
和爸妈一起做果果肉包子面粉都要被我们霍霍完了????",收藏,2,7,https://www.weibo.com/u/5519308114,转发,30.36012,114.2539
624610,2020/1/4 13:33,https://weibo.com/5045447926/InUVXnJfl?from=page_1005055045447926_profile&wvr=6&mod=weibotime,"
当你为了生活为好还是想爬上去看看也好只是这一刻停不下来莫名的安静只是会害怕内心的世界靠近书里找...展开全文c",收藏,1,评论,https://www.weibo.com/u/5045447926,转发,31.02876,114.0815
725909,2020/3/24 20:50,https://weibo.com/2823997850/IA7Z8889k?from=page_1005052721256473_profile&wvr=6&mod=weibotime,"
【东京奥运会推迟至2021年举行】日本首相安倍晋三24日在记者会见中表示，在与巴赫会谈中达成共识：最晚在2021年夏天举办东京奥运会。????",收藏,4,1,https://www.weibo.com/u/2721256473,1,30.22082,113.80566
645215,2020/3/24 0:58,https://weibo.com/6378264626/IA0b9ca4t?from=page_1005056378264626_profile&wvr=6&mod=weibotime,"
【什蔬鲜虾沙拉】很健康的一道菜，没有多少脂肪，还能看见荤腥，送给减肥的吃货们。????",收藏,赞,评论,https://www.weibo.com/u/6378264626,1,29.99794,114.0815
662789,2020/2/13 16:11,https://weibo.com/6338872511/Iu13DDAEQ?from=page_1005056338872511_profile&wvr=6&mod=weibotime,"
原创：@迷·团儿线材：@0晴天手作0爱尔兰钩针：沪牌0.7第一次参加盲团，本来以为轻轻松松，结果因为封城在家，只能用爱尔兰钩这个小家伙，幸好颜色还是很棒滴～晴天家的定制色好好看呀～2武汉????",收藏,赞,评论,https://www.weibo.com/u/6338872511,转发,30.61086,114.63318
310520,2020/3/5 0:03,https://weibo.com/2281178284/Ix6HshhBo?from=page_1005052281178284_profile&wvr=6&mod=weibotime,"
？？？连淘宝的快乐都没有了2孝感????",收藏,5,4,https://www.weibo.com/u/2281178284,转发,30.97304,113.94358
403155,2020/3/24 13:53,https://weibo.com/5579310768/IA5fEqfU9?from=page_1005056065273140_profile&wvr=6&mod=weibotime,"
《鬓边不是海棠红》程凤台和商细蕊的友情和《陈情令》蓝忘机和魏无羡的友情哪一对兄弟更深入人心R娱乐热一乐的微博投票????",收藏,98911,1153,https://www.weibo.com/u/6065273140,418,30.4437,114.11598
172080,2020/3/16 22:44,https://weibo.com/3222902424/IyVjmFRPn?from=page_1005053222902424_profile&wvr=6&mod=weibotime,"
分享图片2孝感·孝昌县????",收藏,2,2,https://www.weibo.com/u/3222902424,转发,31.1402,113.77118
218841,2020/1/4 18:37,https://weibo.com/6439797786/InWVo2YkE?from=page_1005051731318145_profile&wvr=6&mod=weibotime,"
【阿九の公关礼盒第六弹】新年看开箱，霉运都清光！我拆过最过瘾、最巨型的一期公关礼盒有我的就有你们的快来沾沾喜气#第一次化妆的你##好物分享#??L认真少女_颜九的微博视频?O抽奖详情????",收藏,31895,19585,https://www.weibo.com/u/1731318145,8176,30.4437,114.87454
